CustomerID,TotalQuantity,TotalSpending,Country,TransactionCount
13420,101,159.85,United Kingdom,8
13421,1181,1851.08,United Kingdom,104
13422,1326,2626.30,United Kingdom,127
13425,1123,1624.21,United Kingdom,78
13426,2245,3641.32,United Kingdom,157
13427,545,582.60,United Kingdom,29
13428,156,218.47,United Kingdom,74
13429,1390,1006.80,United Kingdom,67
13430,751,679.45,United Kingdom,49
13431,672,1269.10,United Kingdom,46
13434,300,534.24,United Kingdom,10
13435,2129,3809.89,United Kingdom,101
13436,76,196.89,United Kingdom,12
13437,1283,3408.06,United Kingdom,167
13439,242,283.71,United Kingdom,54
13441,204,296.64,United Kingdom,13
13447,584,1129.14,United Kingdom,59
13448,1660,3539.37,United Kingdom,195
13449,222,291.88,United Kingdom,19
13450,1982,2043.72,United Kingdom,71
13451,2149,2976.15,United Kingdom,443
13452,2,590.00,United Kingdom,2
13453,134,356.98,United Kingdom,17
13455,354,1058.34,United Kingdom,46
13456,765,1766.72,United Kingdom,63
13458,5508,9646.57,United Kingdom,382
13460,286,183.44,United Kingdom,17
13461,1170,1445.00,United Kingdom,27
13462,62,151.50,United Kingdom,9
13464,403,674.68,United Kingdom,41
13466,259,307.90,United Kingdom,17
13467,584,1083.71,United Kingdom,99
13468,2589,5704.97,United Kingdom,302
13470,100,165.00,United Kingdom,10
13471,1590,2531.58,United Kingdom,260
13473,266,422.64,United Kingdom,21
13474,132,229.59,United Kingdom,64
13475,1012,1431.78,United Kingdom,86
13476,417,1238.47,United Kingdom,58
13477,1021,1454.58,United Kingdom,79
13479,134,300.95,United Kingdom,15
13481,1142,1804.56,United Kingdom,109
13482,116,184.64,United Kingdom,11
13483,160,140.34,United Kingdom,10
13484,44,313.80,United Kingdom,8
13485,277,454.24,United Kingdom,23
13486,669,1122.41,United Kingdom,69
13487,265,575.40,United Kingdom,34
13488,4518,8968.31,United Kingdom,422
13489,560,449.52,United Kingdom,14
13491,903,1215.82,United Kingdom,86
13492,408,1269.84,Switzerland,50
13493,380,618.63,Switzerland,8
13494,162,316.26,United Kingdom,18
13495,829,2044.87,United Kingdom,48
13496,341,653.33,United Kingdom,35
13497,163,348.05,United Kingdom,19
13499,1365,1159.11,United Kingdom,42
13500,609,1166.77,United Kingdom,65
13501,560,1340.32,Switzerland,52
13502,264,292.00,United Kingdom,18
13503,248,216.85,United Kingdom,17
13504,178,295.93,United Kingdom,22
13505,2486,4393.63,Switzerland,215
13506,324,458.52,United Kingdom,26
13507,1597,2479.16,United Kingdom,162
13508,24,110.97,United Kingdom,12
13509,1106,979.72,United Kingdom,44
13510,1386,1791.56,United Kingdom,115
13512,143,251.21,United Kingdom,15
13513,109,205.10,United Kingdom,10
13514,40,152.20,United Kingdom,4
13515,681,891.12,United Kingdom,59
13516,985,1389.41,United Kingdom,44
13517,1369,2128.42,United Kingdom,141
13518,392,659.44,United Kingdom,38
13519,23,122.75,United Kingdom,8
13520,1649,3624.35,Switzerland,93
13521,736,1093.65,United Kingdom,436
13522,44,125.80,United Kingdom,5
13523,1752,3964.88,United Kingdom,172
13524,324,680.18,United Kingdom,27
13525,394,628.78,United Kingdom,6
13527,1692,2287.51,United Kingdom,223
13529,74,307.76,United Kingdom,15
13531,174,483.80,United Kingdom,22
13532,129,210.31,United Kingdom,66
13533,204,270.79,United Kingdom,76
13534,2961,5870.08,United Kingdom,296
13536,2136,3448.29,United Kingdom,179
13538,175,1280.85,United Kingdom,25
13539,320,631.34,United Kingdom,37
13544,127,291.41,United Kingdom,87
13546,359,626.99,United Kingdom,98
13548,441,682.41,United Kingdom,124
13549,458,918.20,United Kingdom,51
13551,12,91.80,United Kingdom,4
13552,1417,3740.07,United Kingdom,109
13555,2660,4149.28,United Kingdom,136
13557,546,584.06,United Kingdom,34
13558,344,605.06,United Kingdom,175
13560,64,174.37,United Kingdom,33
13561,83,141.86,United Kingdom,14
13562,757,1799.33,United Kingdom,82
13563,209,777.53,United Kingdom,49
13564,661,1749.02,United Kingdom,83
13565,172,240.22,United Kingdom,38
13566,575,874.71,United Kingdom,176
13568,70,192.85,United Kingdom,44
13569,164,373.75,United Kingdom,85
13570,161,239.49,United Kingdom,27
13571,1759,2092.32,United Kingdom,341
13572,534,1384.25,United Kingdom,33
13573,303,294.40,United Kingdom,26
13575,449,732.07,United Kingdom,46
13576,2646,6717.34,United Kingdom,126
13577,791,1687.60,United Kingdom,83
13579,176,467.04,United Kingdom,23
13581,30,118.00,United Kingdom,10
13583,725,781.03,United Kingdom,53
13584,37,142.40,United Kingdom,24
13587,180,712.40,United Kingdom,8
13588,2606,2478.95,United Kingdom,174
13589,114,379.65,United Kingdom,21
13590,1848,1981.92,United Kingdom,87
13591,485,1117.13,United Kingdom,58
13592,84,247.96,United Kingdom,16
13593,731,2037.08,United Kingdom,128
13594,359,396.97,United Kingdom,26
13596,406,697.04,United Kingdom,166
13598,58,180.17,United Kingdom,40
13599,3294,5153.67,United Kingdom,247
13600,324,219.52,United Kingdom,19
13601,548,693.32,United Kingdom,99
13602,267,428.89,United Kingdom,23
13603,164,164.34,United Kingdom,27
13606,279,280.54,United Kingdom,43
13607,290,678.01,United Kingdom,98
13610,516,1131.88,United Kingdom,226
13611,766,1171.80,United Kingdom,74
13614,570,1610.46,United Kingdom,201
13615,189,417.69,United Kingdom,23
13617,300,544.18,United Kingdom,44
13618,246,177.34,United Kingdom,13
13621,343,213.85,United Kingdom,19
13623,294,747.78,United Kingdom,81
13626,209,257.23,United Kingdom,19
13627,1269,1638.47,United Kingdom,92
13629,4372,7792.36,United Kingdom,59
13630,1391,2031.78,United Kingdom,71
13631,467,3070.42,United Kingdom,11
13632,1037,2121.27,United Kingdom,146
13634,704,1575.16,United Kingdom,188
13635,677,1071.03,United Kingdom,62
13636,592,949.12,United Kingdom,63
13637,409,810.50,United Kingdom,101
13638,93,122.64,United Kingdom,8
13639,800,1033.34,United Kingdom,40
13642,173,354.80,United Kingdom,66
13643,273,519.44,United Kingdom,28
13644,2067,2624.26,United Kingdom,146
13645,158,252.10,United Kingdom,5
13647,895,1678.12,United Kingdom,79
13649,139,346.60,United Kingdom,23
13650,922,1836.34,United Kingdom,96
13651,33,94.20,United Kingdom,6
13652,578,1095.08,United Kingdom,63
13654,2182,2707.33,United Kingdom,166
13655,605,932.97,United Kingdom,56
13656,490,379.65,United Kingdom,49
13657,209,382.14,United Kingdom,16
13658,1019,2639.17,United Kingdom,108
13659,894,1573.20,United Kingdom,104
13662,543,897.76,United Kingdom,53
13663,91,189.47,United Kingdom,13
13666,41,84.65,United Kingdom,12
13667,154,305.02,United Kingdom,87
13668,3742,6363.59,United Kingdom,470
13669,237,218.55,United Kingdom,9
13670,282,349.70,United Kingdom,25
13672,57,186.39,United Kingdom,6
13673,119,396.92,United Kingdom,65
13675,330,486.82,United Kingdom,25
13678,924,232.60,United Kingdom,16
13680,1936,3722.42,United Kingdom,195
13681,360,827.83,United Kingdom,57
13682,10,59.50,United Kingdom,3
13684,39,67.23,United Kingdom,30
13685,5056,3119.44,United Kingdom,39
13686,70,72.00,United Kingdom,8
13689,512,910.00,United Kingdom,6
13690,67,172.25,United Kingdom,9
13692,1226,1488.32,United Kingdom,53
13694,63312,65039.62,United Kingdom,568
13695,1603,2504.13,United Kingdom,90
13697,177,151.30,United Kingdom,12
13699,66,308.58,United Kingdom,14
13700,2304,2265.12,United Kingdom,197
13703,10,99.50,United Kingdom,1
13704,1531,2308.06,United Kingdom,134
13705,363,711.86,United Kingdom,28
13706,189,330.79,United Kingdom,20
13707,351,806.41,United Kingdom,48
13708,306,296.88,United Kingdom,51
13709,3516,6328.05,United Kingdom,336
13710,176,180.48,United Kingdom,8
13711,140,252.06,United Kingdom,13
13712,352,228.84,United Kingdom,10
13715,563,1079.34,United Kingdom,105
13716,138,138.28,United Kingdom,21
13717,1959,1445.01,United Kingdom,102
13718,173,306.55,United Kingdom,12
13719,609,1041.68,United Kingdom,60
13720,501,799.90,United Kingdom,43
13721,316,524.14,United Kingdom,28
13722,1401,2375.41,United Kingdom,85
13723,43,199.85,United Kingdom,6
13725,806,1980.56,United Kingdom,104
13726,1054,1079.66,United Kingdom,42
13727,162,333.48,United Kingdom,20
13728,458,1016.14,United Kingdom,63
13730,488,752.60,United Kingdom,43
13731,278,610.59,United Kingdom,38
13732,498,491.86,United Kingdom,33
13735,1130,2885.24,United Kingdom,196
13736,497,731.90,United Kingdom,191
13737,125,339.60,United Kingdom,30
13739,54,216.90,United Kingdom,3
13740,425,350.75,United Kingdom,23
13741,218,668.43,United Kingdom,34
13742,1124,3131.02,United Kingdom,321
13743,1776,1341.60,United Kingdom,41
13744,1249,1156.36,United Kingdom,72
13745,496,300.04,United Kingdom,25
13747,8,79.60,United Kingdom,1
13748,439,948.25,United Kingdom,28
13750,516,1647.26,United Kingdom,24
13751,152,296.25,United Kingdom,9
13752,876,1186.28,United Kingdom,76
13753,512,741.26,United Kingdom,35
13754,214,282.60,United Kingdom,12
13755,1264,2161.35,United Kingdom,342
13756,3188,5189.52,United Kingdom,142
13758,1844,3190.55,United Kingdom,117
13759,287,659.41,United Kingdom,25
13760,197,286.79,United Kingdom,57
13761,642,1070.65,United Kingdom,70
13762,272,306.72,United Kingdom,7
13763,728,1714.96,United Kingdom,15
13764,932,1521.76,United Kingdom,208
13767,7322,17220.36,United Kingdom,368
13769,1163,2796.51,United Kingdom,135
13771,1477,2634.45,United Kingdom,119
13772,546,1132.13,United Kingdom,177
13774,192,345.00,United Kingdom,22
13777,12897,25977.16,United Kingdom,197
13778,70,178.70,United Kingdom,9
13780,318,360.01,United Kingdom,57
13781,30,127.84,United Kingdom,17
13782,371,912.00,United Kingdom,115
13784,2493,2462.79,United Kingdom,31
13786,136,230.40,United Kingdom,7
13787,337,309.04,United Kingdom,31
13790,748,348.80,United Kingdom,45
13791,1200,1516.00,United Kingdom,11
13792,92,195.55,United Kingdom,13
13798,23948,37153.85,United Kingdom,349
13799,402,688.86,United Kingdom,39
13800,331,558.32,United Kingdom,33
13801,168,324.80,United Kingdom,23
13802,2572,4599.42,United Kingdom,60
13803,121,277.07,United Kingdom,17
13804,1498,2635.79,United Kingdom,137
13805,1900,924.60,United Kingdom,13
13806,56,256.38,United Kingdom,10
13807,36,112.60,United Kingdom,7
13808,782,1747.66,United Kingdom,76
13809,29,155.05,Cyprus,12
13810,312,1499.01,Germany,35
13811,68,814.50,Germany,13
13812,333,539.00,Germany,36
13813,552,1366.86,Germany,69
13814,864,1579.12,Germany,57
13815,2560,4027.36,Germany,176
13816,269,571.67,Germany,28
13817,211,382.98,Germany,24
13819,1109,1140.35,United Kingdom,36
13821,153,385.64,United Kingdom,59
13822,611,632.00,United Kingdom,96
13823,439,957.66,United Kingdom,40
13824,768,1698.94,United Kingdom,46
13826,82,189.50,United Kingdom,10
13827,141,412.05,United Kingdom,93
13828,311,209.49,United Kingdom,15
13831,745,2202.99,United Kingdom,74
13832,28,52.20,United Kingdom,3
13833,118,384.80,United Kingdom,29
13835,442,834.57,United Kingdom,55
13837,183,271.24,United Kingdom,19
13838,263,691.73,United Kingdom,174
13841,100,85.00,United Kingdom,1
13842,1768,3385.62,United Kingdom,206
13844,196,361.62,United Kingdom,20
13845,182,312.98,United Kingdom,9
13846,388,865.06,United Kingdom,55
13848,3700,1255.00,United Kingdom,5
13849,1016,1537.95,United Kingdom,101
13850,944,1595.48,United Kingdom,93
13851,1705,2651.46,United Kingdom,81
13853,312,1090.14,United Kingdom,23
13854,2296,8109.52,United Kingdom,110
13856,494,388.50,United Kingdom,14
13858,75,216.17,United Kingdom,11
13859,129,201.16,United Kingdom,28
13860,591,1245.90,United Kingdom,76
13862,1688,2209.36,United Kingdom,139
13863,224,305.78,United Kingdom,20
13865,204,501.56,United Kingdom,30
13866,57,145.67,United Kingdom,7
13867,513,1015.29,United Kingdom,61
13868,1964,3192.54,United Kingdom,33
13869,1721,3104.95,United Kingdom,307
13870,1325,2770.94,United Kingdom,115
13871,2806,6403.25,United Kingdom,336
13873,140,389.60,United Kingdom,23
13874,180,540.45,United Kingdom,18
13875,1316,1786.79,United Kingdom,104
13876,36,122.70,United Kingdom,7
13877,108,117.24,United Kingdom,3
13878,475,1281.53,United Kingdom,36
13880,1842,3219.77,United Kingdom,165
13881,10118,17159.52,United Kingdom,178
13882,953,1191.13,United Kingdom,65
13883,1436,2674.48,United Kingdom,142
13884,300,787.60,United Kingdom,59
13885,182,506.80,United Kingdom,28
13886,126,243.56,United Kingdom,16
13887,147,349.55,United Kingdom,19
13888,258,605.63,United Kingdom,40
13889,146,416.90,United Kingdom,15
13890,831,1883.81,United Kingdom,110
13892,983,632.97,United Kingdom,27
13893,190,821.10,United Kingdom,21
13894,354,564.62,United Kingdom,27
13895,1365,2593.07,United Kingdom,118
13897,200,311.16,United Kingdom,17
13898,133,155.93,United Kingdom,12
13899,156,388.52,United Kingdom,19
13900,430,740.95,United Kingdom,43
13901,1739,2867.20,United Kingdom,149
13904,332,332.64,United Kingdom,26
13908,1478,2369.55,United Kingdom,122
13911,2731,2580.91,United Kingdom,148
13914,380,626.45,United Kingdom,33
13917,228,272.04,United Kingdom,18
13918,1140,1212.84,United Kingdom,30
13919,474,384.81,Denmark,28
13922,93,172.25,United Kingdom,7
13923,185,351.13,United Kingdom,20
13924,1575,1838.85,United Kingdom,117
13925,331,678.25,United Kingdom,41
13926,104,223.85,United Kingdom,11
13927,214,348.99,United Kingdom,21
13928,129,464.57,United Kingdom,27
13929,143,842.65,United Kingdom,9
13930,274,337.34,United Kingdom,17
13931,725,1237.53,United Kingdom,58
13932,72,307.40,United Kingdom,16
13933,205,608.79,United Kingdom,23
13934,390,922.10,United Kingdom,31
13936,330,376.58,United Kingdom,26
13937,123,158.85,United Kingdom,9
13938,70,71.66,United Kingdom,7
13939,847,568.55,United Kingdom,45
13940,516,839.14,United Kingdom,49
13941,2364,5112.96,United Kingdom,45
13946,443,561.57,United Kingdom,11
13947,44,90.60,United Kingdom,5
13948,40,102.00,United Kingdom,3
13949,2474,2427.32,United Kingdom,160
13950,323,745.06,United Kingdom,35
13951,459,674.45,United Kingdom,39
13952,1431,3251.07,United Kingdom,137
13953,2724,3515.68,United Kingdom,20
13954,150,439.92,United Kingdom,25
13955,154,322.96,United Kingdom,33
13956,491,1026.42,United Kingdom,152
13959,357,598.20,United Kingdom,92
13960,142,230.22,United Kingdom,12
13962,87,169.55,United Kingdom,11
13963,460,664.54,United Kingdom,35
13967,42,80.70,United Kingdom,2
13969,4542,9053.94,United Kingdom,626
13971,1844,2758.26,United Kingdom,149
13972,187,190.25,United Kingdom,15
13973,109,264.70,United Kingdom,11
13974,249,413.59,United Kingdom,28
13975,1732,2526.28,United Kingdom,338
13976,154,357.98,United Kingdom,10
13978,315,196.79,United Kingdom,15
13979,639,869.87,United Kingdom,54
13980,172,200.14,United Kingdom,11
13982,1136,1871.81,United Kingdom,111
13983,1183,2603.43,United Kingdom,107
13984,679,920.51,United Kingdom,16
13985,3447,7060.13,United Kingdom,351
13986,430,320.46,United Kingdom,13
13988,3044,4147.96,United Kingdom,234
13989,1313,1266.08,United Kingdom,41
13990,190,311.30,United Kingdom,16
13991,998,855.97,United Kingdom,84
13992,64,76.80,United Kingdom,5
13993,900,3466.36,United Kingdom,121
13994,940,2313.14,United Kingdom,155
13995,879,1393.69,United Kingdom,86
13999,2243,3901.81,United Kingdom,208
14000,710,635.66,United Kingdom,15
14001,962,2043.08,United Kingdom,39
14002,877,529.73,United Kingdom,47
14004,2668,4582.64,United Kingdom,171
14005,2478,2874.72,United Kingdom,84
14006,641,962.19,United Kingdom,30
14009,365,695.61,United Kingdom,42
14012,160,328.80,United Kingdom,11
14013,462,473.02,United Kingdom,34
14014,1076,505.18,United Kingdom,39
14015,378,917.34,United Kingdom,20
14016,2125,4341.21,EIRE,161
14019,1037,1421.61,United Kingdom,66
14020,441,642.80,United Kingdom,39
14021,192,631.90,United Kingdom,22
14022,487,440.00,United Kingdom,28
14023,345,584.07,United Kingdom,31
14024,150,327.70,United Kingdom,16
14027,62,104.82,United Kingdom,6
14029,198,467.66,United Kingdom,15
14030,1479,2360.09,United Kingdom,243
14031,5788,17286.86,United Kingdom,250
14032,2032,2975.59,United Kingdom,143
14034,423,651.82,United Kingdom,89
14035,739,1428.02,United Kingdom,66
14036,268,626.65,United Kingdom,38
14037,46,147.20,United Kingdom,28
14038,965,1560.38,United Kingdom,92
14039,92,152.20,United Kingdom,6
14040,1554,3614.92,United Kingdom,235
14041,94,141.41,United Kingdom,21
14044,308,652.82,United Kingdom,209
14045,535,1659.75,United Kingdom,6
14046,460,154.99,United Kingdom,14
14047,381,1308.61,United Kingdom,32
14048,288,409.93,United Kingdom,85
14049,3870,5681.72,United Kingdom,488
14050,689,746.36,United Kingdom,54
14051,3756,15610.39,United Kingdom,210
14052,89,225.36,United Kingdom,56
14053,215,260.25,United Kingdom,4
14054,62,92.46,United Kingdom,6
14055,216,725.64,United Kingdom,10
14056,4273,8214.65,United Kingdom,1106
14057,4876,6217.96,United Kingdom,284
14059,128,183.60,United Kingdom,8
14060,5386,6140.42,United Kingdom,202
14062,5593,10464.85,United Kingdom,111
14064,1788,1353.74,United Kingdom,80
14066,45,152.55,United Kingdom,7
14067,361,374.70,United Kingdom,52
14068,73,265.85,United Kingdom,24
14071,995,1438.82,United Kingdom,324
14073,130,151.04,United Kingdom,13
14075,754,942.26,United Kingdom,43
14076,81,122.47,United Kingdom,46
14077,268,499.42,United Kingdom,42
14078,310,1049.37,United Kingdom,65
14079,301,375.10,United Kingdom,12
14080,48,45.60,United Kingdom,4
14081,596,934.52,United Kingdom,153
14082,110,182.25,United Kingdom,29
14083,732,1018.43,United Kingdom,181
14085,3184,4448.54,United Kingdom,450
14087,251,194.42,United Kingdom,69
14088,12665,50491.81,United Kingdom,589
14089,134,161.00,United Kingdom,14
14090,72,76.32,United Kingdom,1
14092,2066,4076.91,United Kingdom,214
14093,406,442.85,United Kingdom,105
14096,16352,65164.79,United Kingdom,5111
14098,104,147.35,United Kingdom,21
14099,2179,3104.17,United Kingdom,250
14100,64,194.90,United Kingdom,26
14101,6942,5976.79,United Kingdom,35
14102,961,1360.28,United Kingdom,79
14104,72,216.21,United Kingdom,21
14105,800,1266.23,United Kingdom,74
14107,1793,2703.23,United Kingdom,123
14108,381,597.91,United Kingdom,34
14109,88,144.20,United Kingdom,9
14110,2457,5683.15,United Kingdom,156
14111,458,692.85,United Kingdom,10
14112,1651,2915.15,United Kingdom,160
14113,745,1840.42,United Kingdom,34
14114,101,386.53,United Kingdom,15
14116,707,1382.74,United Kingdom,72
14117,72,90.00,United Kingdom,3
14121,2082,2780.15,United Kingdom,159
14124,1618,419.58,United Kingdom,5
14125,1640,2740.43,United Kingdom,167
14126,508,706.13,United Kingdom,15
14127,321,709.71,United Kingdom,44
14128,564,637.50,United Kingdom,46
14129,592,1123.86,United Kingdom,52
14130,258,483.86,United Kingdom,67
14132,3368,3586.03,United Kingdom,200
14133,348,605.64,United Kingdom,28
14135,3850,4690.31,United Kingdom,134
14138,610,982.38,United Kingdom,47
14139,510,415.82,United Kingdom,26
14140,811,935.05,United Kingdom,66
14141,355,915.13,United Kingdom,40
14142,313,311.81,United Kingdom,22
14143,30,115.80,United Kingdom,7
14145,756,3742.20,United Kingdom,11
14146,2437,4191.00,United Kingdom,210
14147,108,483.40,United Kingdom,5
14148,16,157.20,United Kingdom,3
14149,218,446.62,United Kingdom,28
14150,496,658.64,United Kingdom,26
14152,711,621.29,United Kingdom,49
14154,465,1345.62,United Kingdom,52
14155,25,118.75,United Kingdom,6
14156,57885,117379.63,EIRE,1400
14157,284,432.88,United Kingdom,48
14158,781,507.66,United Kingdom,41
14159,4408,4693.01,United Kingdom,1204
14161,455,1110.52,United Kingdom,108
14162,142,289.36,United Kingdom,25
14163,893,2445.91,United Kingdom,52
14164,1033,1631.77,United Kingdom,29
14165,54,122.54,United Kingdom,25
14167,150,574.84,United Kingdom,52
14171,167,363.79,United Kingdom,58
14173,150,450.84,United Kingdom,29
14174,94,134.46,United Kingdom,26
14175,1515,3222.30,United Kingdom,149
14176,209,576.90,United Kingdom,31
14177,205,559.41,United Kingdom,42
14178,1505,1620.93,United Kingdom,327
14179,330,719.78,United Kingdom,165
14180,719,4748.52,United Kingdom,240
14184,127,452.89,United Kingdom,24
14185,6,197.65,United Kingdom,3
14188,1162,2054.36,United Kingdom,65
14189,3937,4654.08,United Kingdom,265
14191,3662,4684.76,United Kingdom,259
14193,445,853.39,United Kingdom,42
14194,5840,11349.52,United Kingdom,579
14195,760,1012.00,United Kingdom,7
14196,142,335.52,United Kingdom,6
14198,290,701.40,United Kingdom,39
14199,28,185.40,United Kingdom,2
14201,590,747.44,United Kingdom,37
14204,82,161.03,United Kingdom,44
14205,204,466.70,United Kingdom,24
14206,276,328.16,United Kingdom,20
14208,114,151.74,United Kingdom,10
14209,691,2073.43,United Kingdom,87
14210,760,1905.84,United Kingdom,102
14211,1242,2241.10,United Kingdom,112
14212,1152,1070.48,United Kingdom,9
14214,751,1004.38,United Kingdom,67
14215,1358,1789.72,United Kingdom,108
14216,594,1839.30,United Kingdom,59
14217,689,2004.98,United Kingdom,100
14218,160,169.48,United Kingdom,12
14219,78,89.94,United Kingdom,7
14220,272,632.40,United Kingdom,21
14221,2191,3432.80,United Kingdom,193
14222,607,683.17,United Kingdom,41
14223,585,991.13,United Kingdom,60
14224,514,1050.12,United Kingdom,118
14226,1308,2232.19,United Kingdom,67
14227,1820,3350.96,United Kingdom,175
14229,610,1547.20,United Kingdom,40
14231,409,925.71,United Kingdom,50
14232,1941,2048.07,United Kingdom,115
14233,680,1462.72,United Kingdom,35
14234,963,775.46,United Kingdom,159
14235,1959,3144.86,United Kingdom,79
14236,310,490.86,United Kingdom,15
14237,38,161.00,United Kingdom,9
14238,111,146.85,United Kingdom,8
14239,993,2380.85,United Kingdom,112
14240,418,890.34,United Kingdom,42
14241,146,213.70,United Kingdom,10
14242,123,280.55,United Kingdom,16
14243,1221,2588.77,United Kingdom,141
14245,976,1693.45,United Kingdom,108
14246,804,1474.06,United Kingdom,75
14247,47,136.77,United Kingdom,20
14248,102,302.58,United Kingdom,8
14250,1200,1904.05,United Kingdom,111
14251,1674,2879.70,United Kingdom,78
14256,414,969.06,United Kingdom,53
14257,1682,3099.72,United Kingdom,106
14258,7100,12669.98,United Kingdom,111
14259,68,120.00,United Kingdom,5
14261,406,1163.45,United Kingdom,52
14262,1645,2618.23,United Kingdom,143
14264,70,333.97,United Kingdom,17
14265,330,530.18,Unspecified,31
14267,530,1516.24,United Kingdom,55
14270,197,492.65,United Kingdom,29
14271,88,112.32,United Kingdom,10
14272,599,437.96,United Kingdom,33
14273,264,559.97,United Kingdom,29
14276,744,1119.74,United Kingdom,64
14277,1984,4216.20,France,225
14280,52,134.04,United Kingdom,8
14282,2668,3729.34,United Kingdom,156
14284,161,595.25,United Kingdom,32
14285,541,1910.01,United Kingdom,27
14286,4338,4628.75,United Kingdom,280
14287,261,176.63,United Kingdom,9
14288,188,426.60,United Kingdom,16
14289,292,911.26,United Kingdom,47
14290,915,2314.65,United Kingdom,101
14291,2749,3883.25,United Kingdom,237
14292,1663,4871.93,United Kingdom,100
14293,709,1046.56,United Kingdom,61
14295,84,166.20,United Kingdom,5
14297,865,1305.33,United Kingdom,62
14298,58343,51527.30,United Kingdom,1637
14299,2149,3965.62,United Kingdom,143
14300,32,43.20,United Kingdom,3
14301,606,640.14,United Kingdom,13
14304,139,383.45,United Kingdom,17
14305,1089,1858.96,United Kingdom,105
14306,1075,2093.32,United Kingdom,33
14307,2058,2995.72,United Kingdom,180
14309,1633,2352.53,United Kingdom,117
14311,146,310.26,United Kingdom,20
14312,1012,1611.59,United Kingdom,87
14314,296,120.00,United Kingdom,8
14315,1021,2481.13,United Kingdom,101
14317,255,508.58,United Kingdom,24
14320,325,477.79,United Kingdom,31
14321,2406,1530.75,United Kingdom,123
14323,350,605.06,United Kingdom,36
14326,103,183.85,United Kingdom,8
14327,139,311.65,United Kingdom,12
14329,3095,5014.84,United Kingdom,259
14331,252,462.66,United Kingdom,28
14332,481,866.31,United Kingdom,26
14333,58,415.20,United Kingdom,15
14334,1731,2552.21,United Kingdom,162
14335,379,468.26,Germany,63
14336,1759,1614.91,United Kingdom,90
14338,335,588.22,United Kingdom,31
14339,168,309.52,United Kingdom,14
14340,58,134.70,United Kingdom,6
14341,1403,2182.28,United Kingdom,129
14342,347,668.56,United Kingdom,21
14344,477,889.93,United Kingdom,71
14345,50,108.98,United Kingdom,6
14346,605,1021.58,United Kingdom,60
14348,183,409.57,United Kingdom,18
14349,86,133.50,United Kingdom,31
14350,183,282.93,United Kingdom,18
14351,12,51.00,United Kingdom,1
14352,538,1078.96,United Kingdom,47
14353,64,90.60,United Kingdom,6
14354,210,163.62,United Kingdom,9
14355,92,174.40,United Kingdom,11
14356,277,701.23,United Kingdom,33
14357,148,225.77,United Kingdom,41
14359,371,912.18,United Kingdom,55
14360,1151,2128.23,United Kingdom,118
14362,100,161.20,United Kingdom,41
14364,1967,3717.35,United Kingdom,69
14367,4438,9261.52,United Kingdom,524
14368,36,155.00,United Kingdom,8
14371,34,100.50,United Kingdom,4
14373,17,76.55,United Kingdom,4
14375,194,257.68,United Kingdom,75
14377,219,617.05,United Kingdom,11
14379,292,348.10,United Kingdom,46
14381,146,202.68,United Kingdom,56
14382,1237,626.07,United Kingdom,131
14383,817,1247.69,United Kingdom,59
14385,159,202.11,United Kingdom,14
14386,54,142.40,United Kingdom,7
14387,819,1770.56,United Kingdom,140
14388,1941,3212.84,United Kingdom,186
14389,729,1043.46,United Kingdom,45
14390,2136,4652.82,United Kingdom,286
14393,13,67.95,United Kingdom,5
14395,1693,3507.71,United Kingdom,350
14396,225,487.99,United Kingdom,73
14397,1890,2612.96,United Kingdom,87
14400,454,574.70,United Kingdom,25
14401,4507,4051.48,United Kingdom,182
14403,519,1475.81,United Kingdom,20
14404,839,1474.32,United Kingdom,103
14406,77,156.75,United Kingdom,8
14407,1415,2157.73,United Kingdom,73
14408,1616,2606.53,United Kingdom,107
14409,1230,2059.45,United Kingdom,54
14410,573,1105.07,United Kingdom,194
14411,196,1063.00,United Kingdom,14
14412,786,770.03,United Kingdom,43
14413,68,122.70,United Kingdom,23
14414,2512,1496.98,United Kingdom,97
14415,3011,5900.28,United Kingdom,590
14416,326,490.22,United Kingdom,14
14418,1711,1937.25,United Kingdom,124
14419,487,1058.06,United Kingdom,206
14420,334,387.52,United Kingdom,29
14421,365,813.11,United Kingdom,27
14422,2906,4263.64,United Kingdom,222
14423,120,265.20,United Kingdom,3
14424,48,322.08,United Kingdom,1
14426,2699,4481.67,United Kingdom,224
14427,228,363.34,United Kingdom,17
14428,436,1244.83,United Kingdom,144
14431,130,470.36,United Kingdom,17
14432,2070,2255.51,United Kingdom,382
14434,368,1372.80,United Kingdom,12
14436,129,89.06,United Kingdom,9
14437,60,63.00,United Kingdom,5
14438,82,131.90,United Kingdom,9
14439,526,2661.24,Greece,32
14440,588,2357.68,United Kingdom,55
14441,446,1712.89,United Kingdom,51
14442,482,1589.82,Channel Islands,63
14443,938,1420.20,United Kingdom,93
14446,933,1039.58,United Kingdom,293
14447,571,1163.23,United Kingdom,70
14448,104,375.35,United Kingdom,20
14449,757,907.10,United Kingdom,258
14450,241,483.25,United Kingdom,40
14451,389,662.59,United Kingdom,109
14452,119,264.44,United Kingdom,62
14453,49,119.93,United Kingdom,22
14456,2908,3062.40,United Kingdom,970
14457,88,113.64,United Kingdom,4
14459,760,1837.92,United Kingdom,37
14460,881,434.34,United Kingdom,16
14461,766,2103.06,United Kingdom,180
14462,964,2004.02,United Kingdom,240
14463,179,529.62,United Kingdom,6
